lightblue ,"grayish, grey, gray ","gold, yellow, mustard, golden ",navy ,"bluish, blue, indigo, denim ","lightgrey, silver, light gray ","darkgrey, charcoal, black grey ","burlap, sand, taupe, tan, beige, light brown ","natural, neutral, greige, ivory, cream, off white ",black ,"pink, light pink, dark pink ",white  ,black and white ,"teal, light teal, dark teal "
"""light blue grommet double window curtain""","""grey grommet extra wide drape""","""yellow grommet extra wide drape""","""navy grommet double window curtain""","""denim grommet patio window curtain""","""silver grommet extra wide drape""","""charcoal grommet extra wide drape""","""sand grommet patio panel""","""neutral grommet patio panel""","""black grommet double window curtain""","""light pink grommet extra wide drape""","""white grommet double window curtain""","""black and white grommet double window curtain""","""dark teal grommet extra wide drape"""
"""light blue ring top patio curtain""","""gray grommet extra wide drape""","""mustard grommet extra wide drape""","""navy ring top patio curtain""","""bluish grommet extra wide curtain""","""light grey grommet extra wide drape""","""black grey grommet extra wide drape""","""taupe grommet patio panel""","""greige grommet patio panel""","""black ring top patio curtain""","""dark pink grommet extra wide drape""","""white ring top patio curtain""","""black and white ring top patio curtain""","""light teal grommet extra wide drape"""
"""light blue ring top patio drape""","""grayish grommet extra wide drapery""","""gold grommet extra wide drapery""","""navy ring top patio drape""","""blue grommet extra wide curtain""","""light gray grommet extra wide drapery""","""dark grey grommet extra wide drapery""","""tan grommet patio panel""","""ivory grommet patio panel""","""black ring top patio drape""","""pink grommet extra wide drapery""","""white ring top patio drape""","""black and white ring top patio drape""","""teal grommet extra wide drapery"""
"""light blue ring top patio drapery""","""grey grommet extra wide drapery""","""yellow grommet extra wide drapery""","""navy ring top patio drapery""","""indigo grommet extra wide curtain""","""silver grommet extra wide drapery""","""charcoal grommet extra wide drapery""","""beige grommet patio panel""","""cream grommet patio panel""","""black ring top patio drapery""","""light pink grommet extra wide drapery""","""white ring top patio drapery""","""black and white ring top patio drapery""","""dark teal grommet extra wide drapery"""
"""light blue ring top patio panel""","""gray grommet extra wide drapery""","""mustard grommet extra wide drapery""","""navy ring top patio panel""","""denim grommet extra wide curtain""","""light grey grommet extra wide drapery""","""black grey grommet extra wide drapery""","""light brown grommet patio panel""","""off white grommet patio panel""","""black ring top patio panel""","""dark pink grommet extra wide drapery""","""white ring top patio panel""","""black and white ring top patio panel""","""light teal grommet extra wide drapery"""
"""light blue ring top patio window curtain""","""grayish grommet extra wide panel""","""gold grommet extra wide panel""","""navy ring top patio window curtain""","""bluish grommet extra wide drape""","""light gray grommet extra wide panel""","""dark grey grommet extra wide panel""","""burlap grommet patio window curtain""","""natural grommet patio window curtain""","""black ring top patio window curtain""","""pink grommet extra wide panel""","""white ring top patio window curtain""","""black and white ring top patio window curtain""","""teal grommet extra wide panel"""
"""light blue ring top extra wide curtain""","""grey grommet extra wide panel""","""yellow grommet extra wide panel""","""navy ring top extra wide curtain""","""blue grommet extra wide drape""","""silver grommet extra wide panel""","""charcoal grommet extra wide panel""","""sand grommet patio window curtain""","""neutral grommet patio window curtain""","""black ring top extra wide curtain""","""light pink grommet extra wide panel""","""white ring top extra wide curtain""","""black and white ring top extra wide curtain""","""dark teal grommet extra wide panel"""
"""light blue ring top extra wide drape""","""gray grommet extra wide panel""","""mustard grommet extra wide panel""","""navy ring top extra wide drape""","""indigo grommet extra wide drape""","""light grey grommet extra wide panel""","""black grey grommet extra wide panel""","""taupe grommet patio window curtain""","""greige grommet patio window curtain""","""black ring top extra wide drape""","""dark pink grommet extra wide panel""","""white ring top extra wide drape""","""black and white ring top extra wide drape""","""light teal grommet extra wide panel"""
"""light blue ring top extra wide drapery""","""grayish grommet extra wide window curtain""","""gold grommet extra wide window curtain""","""navy ring top extra wide drapery""","""denim grommet extra wide drape""","""light gray grommet extra wide window curtain""","""dark grey grommet extra wide window curtain""","""tan grommet patio window curtain""","""ivory grommet patio window curtain""","""black ring top extra wide drapery""","""pink grommet extra wide window curtain""","""white ring top extra wide drapery""","""black and white ring top extra wide drapery""","""teal grommet extra wide window curtain"""
"""light blue ring top extra wide panel""","""grey grommet extra wide window curtain""","""yellow grommet extra wide window curtain""","""navy ring top extra wide panel""","""bluish grommet extra wide drapery""","""silver grommet extra wide window curtain""","""charcoal grommet extra wide window curtain""","""beige grommet patio window curtain""","""cream grommet patio window curtain""","""black ring top extra wide panel""","""light pink grommet extra wide window curtain""","""white ring top extra wide panel""","""black and white ring top extra wide panel""","""dark teal grommet extra wide window curtain"""
"""light blue ring top extra wide window curtain""","""gray grommet extra wide window curtain""","""mustard grommet extra wide window curtain""","""navy ring top extra wide window curtain""","""blue grommet extra wide drapery""","""light grey grommet extra wide window curtain""","""black grey grommet extra wide window curtain""","""light brown grommet patio window curtain""","""off white grommet patio window curtain""","""black ring top extra wide window curtain""","""dark pink grommet extra wide window curtain""","""white ring top extra wide window curtain""","""black and white ring top extra wide window curtain""","""light teal grommet extra wide window curtain"""
"""light blue ring top wide curtain""","""grayish grommet wide curtain""","""gold grommet wide curtain""","""navy ring top wide curtain""","""indigo grommet extra wide drapery""","""light gray grommet wide curtain""","""dark grey grommet wide curtain""","""burlap grommet extra wide curtain""","""natural grommet extra wide curtain""","""black ring top wide curtain""","""pink grommet wide curtain""","""white ring top wide curtain""","""black and white ring top wide curtain""","""teal grommet wide curtain"""
"""light blue ring top wide drape""","""grey grommet wide curtain""","""yellow grommet wide curtain""","""navy ring top wide drape""","""denim grommet extra wide drapery""","""silver grommet wide curtain""","""charcoal grommet wide curtain""","""sand grommet extra wide curtain""","""neutral grommet extra wide curtain""","""black ring top wide drape""","""light pink grommet wide curtain""","""white ring top wide drape""","""black and white ring top wide drape""","""dark teal grommet wide curtain"""
"""light blue ring top wide drapery""","""gray grommet wide curtain""","""mustard grommet wide curtain""","""navy ring top wide drapery""","""bluish grommet extra wide panel""","""light grey grommet wide curtain""","""black grey grommet wide curtain""","""taupe grommet extra wide curtain""","""greige grommet extra wide curtain""","""black ring top wide drapery""","""dark pink grommet wide curtain""","""white ring top wide drapery""","""black and white ring top wide drapery""","""light teal grommet wide curtain"""
"""light blue ring top wide panel""","""grayish grommet wide drape""","""gold grommet wide drape""","""navy ring top wide panel""","""blue grommet extra wide panel""","""light gray grommet wide drape""","""dark grey grommet wide drape""","""tan grommet extra wide curtain""","""ivory grommet extra wide curtain""","""black ring top wide panel""","""pink grommet wide drape""","""white ring top wide panel""","""black and white ring top wide panel""","""teal grommet wide drape"""
"""light blue ring top wide window curtain""","""grey grommet wide drape""","""yellow grommet wide drape""","""navy ring top wide window curtain""","""indigo grommet extra wide panel""","""silver grommet wide drape""","""charcoal grommet wide drape""","""beige grommet extra wide curtain""","""cream grommet extra wide curtain""","""black ring top wide window curtain""","""light pink grommet wide drape""","""white ring top wide window curtain""","""black and white ring top wide window curtain""","""dark teal grommet wide drape"""
"""light blue ring top double curtain""","""gray grommet wide drape""","""mustard grommet wide drape""","""navy ring top double curtain""","""denim grommet extra wide panel""","""light grey grommet wide drape""","""black grey grommet wide drape""","""light brown grommet extra wide curtain""","""off white grommet extra wide curtain""","""black ring top double curtain""","""dark pink grommet wide drape""","""white ring top double curtain""","""black and white ring top double curtain""","""light teal grommet wide drape"""
"""light blue ring top double drape""","""grayish grommet wide drapery""","""gold grommet wide drapery""","""navy ring top double drape""","""bluish grommet extra wide window curtain""","""light gray grommet wide drapery""","""dark grey grommet wide drapery""","""burlap grommet extra wide drape""","""natural grommet extra wide drape""","""black ring top double drape""","""pink grommet wide drapery""","""white ring top double drape""","""black and white ring top double drape""","""teal grommet wide drapery"""
"""light blue ring top double drapery""","""grey grommet wide drapery""","""yellow grommet wide drapery""","""navy ring top double drapery""","""blue grommet extra wide window curtain""","""silver grommet wide drapery""","""charcoal grommet wide drapery""","""sand grommet extra wide drape""","""neutral grommet extra wide drape""","""black ring top double drapery""","""light pink grommet wide drapery""","""white ring top double drapery""","""black and white ring top double drapery""","""dark teal grommet wide drapery"""
"""light blue ring top double panel""","""gray grommet wide drapery""","""mustard grommet wide drapery""","""navy ring top double panel""","""indigo grommet extra wide window curtain""","""light grey grommet wide drapery""","""black grey grommet wide drapery""","""taupe grommet extra wide drape""","""greige grommet extra wide drape""","""black ring top double panel""","""dark pink grommet wide drapery""","""white ring top double panel""","""black and white ring top double panel""","""light teal grommet wide drapery"""
"""light blue ring top double window curtain""","""grayish grommet wide panel""","""gold grommet wide panel""","""navy ring top double window curtain""","""denim grommet extra wide window curtain""","""light gray grommet wide panel""","""dark grey grommet wide panel""","""tan grommet extra wide drape""","""ivory grommet extra wide drape""","""black ring top double window curtain""","""pink grommet wide panel""","""white ring top double window curtain""","""black and white ring top double window curtain""","""teal grommet wide panel"""
"""coastal patio curtain""","""grey grommet wide panel""","""yellow grommet wide panel""","""navy patio 84 curtain""","""bluish grommet wide curtain""","""silver grommet wide panel""","""charcoal grommet wide panel""","""beige grommet extra wide drape""","""cream grommet extra wide drape""","""black patio 84 curtain""","""light pink grommet wide panel""","""white patio 84 curtain""","""black and white patio 84 curtain""","""dark teal grommet wide panel"""
"""coastal patio drape""","""gray grommet wide panel""","""mustard grommet wide panel""","""navy patio 84 drape""","""blue grommet wide curtain""","""light grey grommet wide panel""","""black grey grommet wide panel""","""light brown grommet extra wide drape""","""off white grommet extra wide drape""","""black patio 84 drape""","""dark pink grommet wide panel""","""white patio 84 drape""","""black and white patio 84 drape""","""light teal grommet wide panel"""
"""coastal patio drapery""","""grayish grommet wide window curtain""","""gold grommet wide window curtain""","""navy patio 84 drapery""","""indigo grommet wide curtain""","""light gray grommet wide window curtain""","""dark grey grommet wide window curtain""","""burlap grommet extra wide drapery""","""natural grommet extra wide drapery""","""black patio 84 drapery""","""pink grommet wide window curtain""","""white patio 84 drapery""","""black and white patio 84 drapery""","""teal grommet wide window curtain"""
"""coastal patio panel""","""grey grommet wide window curtain""","""yellow grommet wide window curtain""","""navy patio 84 panel""","""denim grommet wide curtain""","""silver grommet wide window curtain""","""charcoal grommet wide window curtain""","""sand grommet extra wide drapery""","""neutral grommet extra wide drapery""","""black patio 84 panel""","""light pink grommet wide window curtain""","""white patio 84 panel""","""black and white patio 84 panel""","""dark teal grommet wide window curtain"""
"""coastal patio window curtain""","""gray grommet wide window curtain""","""mustard grommet wide window curtain""","""navy patio 84 window curtain""","""bluish grommet wide drape""","""light grey grommet wide window curtain""","""black grey grommet wide window curtain""","""taupe grommet extra wide drapery""","""greige grommet extra wide drapery""","""black patio 84 window curtain""","""dark pink grommet wide window curtain""","""white patio 84 window curtain""","""black and white patio 84 window curtain""","""light teal grommet wide window curtain"""
"""coastal extra wide curtain""","""grayish grommet double curtain""","""gold grommet double curtain""","""navy patio 85 curtain""","""blue grommet wide drape""","""light gray grommet double curtain""","""dark grey grommet double curtain""","""tan grommet extra wide drapery""","""ivory grommet extra wide drapery""","""black patio 85 curtain""","""pink grommet double curtain""","""white patio 85 curtain""","""black and white patio 85 curtain""","""teal grommet double curtain"""
"""coastal extra wide drape""","""grey grommet double curtain""","""yellow grommet double curtain""","""navy patio 85 drape""","""indigo grommet wide drape""","""silver grommet double curtain""","""charcoal grommet double curtain""","""beige grommet extra wide drapery""","""cream grommet extra wide drapery""","""black patio 85 drape""","""light pink grommet double curtain""","""white patio 85 drape""","""black and white patio 85 drape""","""dark teal grommet double curtain"""
"""coastal extra wide drapery""","""gray grommet double curtain""","""mustard grommet double curtain""","""navy patio 85 drapery""","""denim grommet wide drape""","""light grey grommet double curtain""","""black grey grommet double curtain""","""light brown grommet extra wide drapery""","""off white grommet extra wide drapery""","""black patio 85 drapery""","""dark pink grommet double curtain""","""white patio 85 drapery""","""black and white patio 85 drapery""","""light teal grommet double curtain"""
"""coastal extra wide panel""","""grayish grommet double drape""","""gold grommet double drape""","""navy patio 85 panel""","""bluish grommet wide drapery""","""light gray grommet double drape""","""dark grey grommet double drape""","""burlap grommet extra wide panel""","""natural grommet extra wide panel""","""black patio 85 panel""","""pink grommet double drape""","""white patio 85 panel""","""black and white patio 85 panel""","""teal grommet double drape"""
"""coastal extra wide window curtain""","""grey grommet double drape""","""yellow grommet double drape""","""navy patio 85 window curtain""","""blue grommet wide drapery""","""silver grommet double drape""","""charcoal grommet double drape""","""sand grommet extra wide panel""","""neutral grommet extra wide panel""","""black patio 85 window curtain""","""light pink grommet double drape""","""white patio 85 window curtain""","""black and white patio 85 window curtain""","""dark teal grommet double drape"""
"""coastal wide curtain""","""gray grommet double drape""","""mustard grommet double drape""","""navy patio 86 curtain""","""indigo grommet wide drapery""","""light grey grommet double drape""","""black grey grommet double drape""","""taupe grommet extra wide panel""","""greige grommet extra wide panel""","""black patio 86 curtain""","""dark pink grommet double drape""","""white patio 86 curtain""","""black and white patio 86 curtain""","""light teal grommet double drape"""
"""coastal wide drape""","""grayish grommet double drapery""","""gold grommet double drapery""","""navy patio 86 drape""","""denim grommet wide drapery""","""light gray grommet double drapery""","""dark grey grommet double drapery""","""tan grommet extra wide panel""","""ivory grommet extra wide panel""","""black patio 86 drape""","""pink grommet double drapery""","""white patio 86 drape""","""black and white patio 86 drape""","""teal grommet double drapery"""
"""coastal wide drapery""","""grey grommet double drapery""","""yellow grommet double drapery""","""navy patio 86 drapery""","""bluish grommet wide panel""","""silver grommet double drapery""","""charcoal grommet double drapery""","""beige grommet extra wide panel""","""cream grommet extra wide panel""","""black patio 86 drapery""","""light pink grommet double drapery""","""white patio 86 drapery""","""black and white patio 86 drapery""","""dark teal grommet double drapery"""
"""coastal wide panel""","""gray grommet double drapery""","""mustard grommet double drapery""","""navy patio 86 panel""","""blue grommet wide panel""","""light grey grommet double drapery""","""black grey grommet double drapery""","""light brown grommet extra wide panel""","""off white grommet extra wide panel""","""black patio 86 panel""","""dark pink grommet double drapery""","""white patio 86 panel""","""black and white patio 86 panel""","""light teal grommet double drapery"""
"""coastal wide window curtain""","""grayish grommet double panel""","""gold grommet double panel""","""navy patio 86 window curtain""","""indigo grommet wide panel""","""light gray grommet double panel""","""dark grey grommet double panel""","""burlap grommet extra wide window curtain""","""natural grommet extra wide window curtain""","""black patio 86 window curtain""","""pink grommet double panel""","""white patio 86 window curtain""","""black and white patio 86 window curtain""","""teal grommet double panel"""
"""coastal double curtain""","""grey grommet double panel""","""yellow grommet double panel""","""navy patio 95 curtain""","""denim grommet wide panel""","""silver grommet double panel""","""charcoal grommet double panel""","""sand grommet extra wide window curtain""","""neutral grommet extra wide window curtain""","""black patio 95 curtain""","""light pink grommet double panel""","""white patio 95 curtain""","""black and white patio 95 curtain""","""dark teal grommet double panel"""
"""coastal double drape""","""gray grommet double panel""","""mustard grommet double panel""","""navy patio 95 drape""","""bluish grommet wide window curtain""","""light grey grommet double panel""","""black grey grommet double panel""","""taupe grommet extra wide window curtain""","""greige grommet extra wide window curtain""","""black patio 95 drape""","""dark pink grommet double panel""","""white patio 95 drape""","""black and white patio 95 drape""","""light teal grommet double panel"""
"""coastal double drapery""","""grayish grommet double window curtain""","""gold grommet double window curtain""","""navy patio 95 drapery""","""blue grommet wide window curtain""","""light gray grommet double window curtain""","""dark grey grommet double window curtain""","""tan grommet extra wide window curtain""","""ivory grommet extra wide window curtain""","""black patio 95 drapery""","""pink grommet double window curtain""","""white patio 95 drapery""","""black and white patio 95 drapery""","""teal grommet double window curtain"""
"""coastal double panel""","""grey grommet double window curtain""","""yellow grommet double window curtain""","""navy patio 95 panel""","""indigo grommet wide window curtain""","""silver grommet double window curtain""","""charcoal grommet double window curtain""","""beige grommet extra wide window curtain""","""cream grommet extra wide window curtain""","""black patio 95 panel""","""light pink grommet double window curtain""","""white patio 95 panel""","""black and white patio 95 panel""","""dark teal grommet double window curtain"""
"""coastal double window curtain""","""gray grommet double window curtain""","""mustard grommet double window curtain""","""navy patio 95 window curtain""","""denim grommet wide window curtain""","""light grey grommet double window curtain""","""black grey grommet double window curtain""","""light brown grommet extra wide window curtain""","""off white grommet extra wide window curtain""","""black patio 95 window curtain""","""dark pink grommet double window curtain""","""white patio 95 window curtain""","""black and white patio 95 window curtain""","""light teal grommet double window curtain"""
"""light blue patio 84 curtain""","""grayish ring top patio curtain""","""gold ring top patio curtain""","""navy patio 96 curtain""","""bluish grommet double curtain""","""light gray ring top patio curtain""","""dark grey ring top patio curtain""","""burlap grommet wide curtain""","""natural grommet wide curtain""","""black patio 96 curtain""","""pink ring top patio curtain""","""white patio 96 curtain""","""black and white patio 96 curtain""","""teal ring top patio curtain"""
"""light blue patio 84 drape""","""grey ring top patio curtain""","""yellow ring top patio curtain""","""navy patio 96 drape""","""blue grommet double curtain""","""silver ring top patio curtain""","""charcoal ring top patio curtain""","""sand grommet wide curtain""","""neutral grommet wide curtain""","""black patio 96 drape""","""light pink ring top patio curtain""","""white patio 96 drape""","""black and white patio 96 drape""","""dark teal ring top patio curtain"""
"""light blue patio 84 drapery""","""gray ring top patio curtain""","""mustard ring top patio curtain""","""navy patio 96 drapery""","""indigo grommet double curtain""","""light grey ring top patio curtain""","""black grey ring top patio curtain""","""taupe grommet wide curtain""","""greige grommet wide curtain""","""black patio 96 drapery""","""dark pink ring top patio curtain""","""white patio 96 drapery""","""black and white patio 96 drapery""","""light teal ring top patio curtain"""
"""light blue patio 84 panel""","""grayish ring top patio drape""","""gold ring top patio drape""","""navy patio 96 panel""","""denim grommet double curtain""","""light gray ring top patio drape""","""dark grey ring top patio drape""","""tan grommet wide curtain""","""ivory grommet wide curtain""","""black patio 96 panel""","""pink ring top patio drape""","""white patio 96 panel""","""black and white patio 96 panel""","""teal ring top patio drape"""
"""light blue patio 84 window curtain""","""grey ring top patio drape""","""yellow ring top patio drape""","""navy patio 96 window curtain""","""bluish grommet double drape""","""silver ring top patio drape""","""charcoal ring top patio drape""","""beige grommet wide curtain""","""cream grommet wide curtain""","""black patio 96 window curtain""","""light pink ring top patio drape""","""white patio 96 window curtain""","""black and white patio 96 window curtain""","""dark teal ring top patio drape"""
"""light blue patio 85 curtain""","""gray ring top patio drape""","""mustard ring top patio drape""","""navy patio 97 curtain""","""blue grommet double drape""","""light grey ring top patio drape""","""black grey ring top patio drape""","""light brown grommet wide curtain""","""off white grommet wide curtain""","""black patio 97 curtain""","""dark pink ring top patio drape""","""white patio 97 curtain""","""black and white patio 97 curtain""","""light teal ring top patio drape"""
"""light blue patio 85 drape""","""grayish ring top patio drapery""","""gold ring top patio drapery""","""navy patio 97 drape""","""indigo grommet double drape""","""light gray ring top patio drapery""","""dark grey ring top patio drapery""","""burlap grommet wide drape""","""natural grommet wide drape""","""black patio 97 drape""","""pink ring top patio drapery""","""white patio 97 drape""","""black and white patio 97 drape""","""teal ring top patio drapery"""
"""light blue patio 85 drapery""","""grey ring top patio drapery""","""yellow ring top patio drapery""","""navy patio 97 drapery""","""denim grommet double drape""","""silver ring top patio drapery""","""charcoal ring top patio drapery""","""sand grommet wide drape""","""neutral grommet wide drape""","""black patio 97 drapery""","""light pink ring top patio drapery""","""white patio 97 drapery""","""black and white patio 97 drapery""","""dark teal ring top patio drapery"""
"""light blue patio 85 panel""","""gray ring top patio drapery""","""mustard ring top patio drapery""","""navy patio 97 panel""","""bluish grommet double drapery""","""light grey ring top patio drapery""","""black grey ring top patio drapery""","""taupe grommet wide drape""","""greige grommet wide drape""","""black patio 97 panel""","""dark pink ring top patio drapery""","""white patio 97 panel""","""black and white patio 97 panel""","""light teal ring top patio drapery"""
"""light blue patio 85 window curtain""","""grayish ring top patio panel""","""gold ring top patio panel""","""navy patio 97 window curtain""","""blue grommet double drapery""","""light gray ring top patio panel""","""dark grey ring top patio panel""","""tan grommet wide drape""","""ivory grommet wide drape""","""black patio 97 window curtain""","""pink ring top patio panel""","""white patio 97 window curtain""","""black and white patio 97 window curtain""","""teal ring top patio panel"""
"""light blue patio 86 curtain""","""grey ring top patio panel""","""yellow ring top patio panel""","""navy patio 107 curtain""","""indigo grommet double drapery""","""silver ring top patio panel""","""charcoal ring top patio panel""","""beige grommet wide drape""","""cream grommet wide drape""","""black patio 107 curtain""","""light pink ring top patio panel""","""white patio 107 curtain""","""black and white patio 107 curtain""","""dark teal ring top patio panel"""
